event_id_left,event_id_right,is_match,pair_type,true_cust_id_left,true_cust_id_right
evt_web_000005550,evt_call_center_000005556,1,positive_cross_channel,CUST_PREMIUM_001624,CUST_PREMIUM_001624
evt_in_person_000008544,evt_app_000008526,1,positive_cross_channel,CUST_PREMIUM_001937,CUST_PREMIUM_001937
evt_call_center_000005969,evt_app_000005972,1,positive_cross_channel,CUST_PREMIUM_001667,CUST_PREMIUM_001667
evt_web_000008632,evt_app_000008628,1,positive_cross_channel,CUST_PREMIUM_001947,CUST_PREMIUM_001947
evt_app_000000001,evt_in_person_000000003,1,positive_cross_channel,CUST_PREMIUM_001001,CUST_PREMIUM_001001
evt_call_center_000001247,evt_call_center_000001248,1,positive_same_channel,CUST_PREMIUM_001148,CUST_PREMIUM_001148
evt_app_000003503,evt_call_center_000003504,1,positive_cross_channel,CUST_PREMIUM_001406,CUST_PREMIUM_001406
evt_web_000007222,evt_app_000007218,1,positive_cross_channel,CUST_PREMIUM_001787,CUST_PREMIUM_001787
evt_call_center_000002991,evt_app_000002993,1,positive_cross_channel,CUST_PREMIUM_001345,CUST_PREMIUM_001345
evt_call_center_000007869,evt_web_000007859,1,positive_cross_channel,CUST_PREMIUM_001865,CUST_PREMIUM_001865
evt_call_center_000002807,evt_app_000002806,1,positive_cross_channel,CUST_PREMIUM_001324,CUST_PREMIUM_001324
evt_app_000000508,evt_web_000000507,1,positive_cross_channel,CUST_PREMIUM_001056,CUST_PREMIUM_001056
evt_app_000002755,evt_call_center_000002759,1,positive_cross_channel,CUST_PREMIUM_001316,CUST_PREMIUM_001316
evt_call_center_000002080,evt_in_person_000002081,1,positive_cross_channel,CUST_PREMIUM_001249,CUST_PREMIUM_001249
evt_app_000004149,evt_in_person_000004163,1,positive_cross_channel,CUST_PREMIUM_001480,CUST_PREMIUM_001480
evt_in_person_000008377,evt_call_center_000008378,1,positive_cross_channel,CUST_PREMIUM_001922,CUST_PREMIUM_001922
evt_call_center_000007285,evt_app_000007284,1,positive_cross_channel,CUST_PREMIUM_001796,CUST_PREMIUM_001796
evt_web_000002223,evt_app_000002222,1,positive_cross_channel,CUST_PREMIUM_001266,CUST_PREMIUM_001266
evt_app_000005658,evt_web_000005657,1,positive_cross_channel,CUST_PREMIUM_001634,CUST_PREMIUM_001634
evt_call_center_000003623,evt_web_000003622,1,positive_cross_channel,CUST_PREMIUM_001426,CUST_PREMIUM_001426
evt_call_center_000009100,evt_app_000009102,1,positive_cross_channel,CUST_PREMIUM_001990,CUST_PREMIUM_001990
evt_app_000002034,evt_call_center_000002028,1,positive_cross_channel,CUST_PREMIUM_001241,CUST_PREMIUM_001241
evt_web_000004980,evt_app_000004982,1,positive_cross_channel,CUST_PREMIUM_001570,CUST_PREMIUM_001570
evt_app_000006178,evt_web_000006177,1,positive_cross_channel,CUST_PREMIUM_001686,CUST_PREMIUM_001686
evt_in_person_000006693,evt_web_000006679,1,positive_cross_channel,CUST_PREMIUM_001732,CUST_PREMIUM_001732
evt_call_center_000000801,evt_web_000000800,1,positive_cross_channel,CUST_PREMIUM_001097,CUST_PREMIUM_001097
evt_web_000003388,evt_call_center_000003394,1,positive_cross_channel,CUST_PREMIUM_001394,CUST_PREMIUM_001394
evt_app_000004578,evt_call_center_000004566,1,positive_cross_channel,CUST_PREMIUM_001531,CUST_PREMIUM_001531
evt_web_000002001,evt_web_000002000,1,positive_same_channel,CUST_PREMIUM_001235,CUST_PREMIUM_001235
evt_app_000004678,evt_call_center_000004679,1,positive_cross_channel,CUST_PREMIUM_001539,CUST_PREMIUM_001539
evt_call_center_000004912,evt_app_000004896,1,positive_cross_channel,CUST_PREMIUM_001561,CUST_PREMIUM_001561
evt_in_person_000007398,evt_web_000007402,1,positive_cross_channel,CUST_PREMIUM_001805,CUST_PREMIUM_001805
evt_web_000008602,evt_app_000008596,1,positive_cross_channel,CUST_PREMIUM_001943,CUST_PREMIUM_001943
evt_in_person_000000090,evt_web_000000083,1,positive_cross_channel,CUST_PREMIUM_001008,CUST_PREMIUM_001008
evt_call_center_000006441,evt_web_000006440,1,positive_cross_channel,CUST_PREMIUM_001708,CUST_PREMIUM_001708
evt_call_center_000001621,evt_web_000001624,1,positive_cross_channel,CUST_PREMIUM_001187,CUST_PREMIUM_001187
evt_call_center_000008228,evt_web_000008226,1,positive_cross_channel,CUST_PREMIUM_001909,CUST_PREMIUM_001909
evt_app_000007058,evt_web_000007064,1,positive_cross_channel,CUST_PREMIUM_001768,CUST_PREMIUM_001768
evt_web_000000753,evt_app_000000750,1,positive_cross_channel,CUST_PREMIUM_001092,CUST_PREMIUM_001092
evt_call_center_000001439,evt_in_person_000001442,1,positive_cross_channel,CUST_PREMIUM_001168,CUST_PREMIUM_001168
evt_web_000006331,evt_app_000006333,1,positive_cross_channel,CUST_PREMIUM_001698,CUST_PREMIUM_001698
evt_call_center_000000848,evt_app_000000847,1,positive_cross_channel,CUST_PREMIUM_001101,CUST_PREMIUM_001101
evt_call_center_000008574,evt_app_000008576,1,positive_cross_channel,CUST_PREMIUM_001939,CUST_PREMIUM_001939
evt_app_000007563,evt_in_person_000007565,1,positive_cross_channel,CUST_PREMIUM_001825,CUST_PREMIUM_001825
evt_web_000002942,evt_app_000002941,1,positive_cross_channel,CUST_PREMIUM_001341,CUST_PREMIUM_001341
evt_call_center_000004861,evt_app_000004853,1,positive_cross_channel,CUST_PREMIUM_001556,CUST_PREMIUM_001556
evt_app_000009161,evt_web_000009162,1,positive_cross_channel,CUST_PREMIUM_001997,CUST_PREMIUM_001997
evt_app_000007843,evt_call_center_000007844,1,positive_cross_channel,CUST_PREMIUM_001861,CUST_PREMIUM_001861
evt_app_000001997,evt_web_000001995,1,positive_cross_channel,CUST_PREMIUM_001234,CUST_PREMIUM_001234
evt_app_000007655,evt_web_000007658,1,positive_cross_channel,CUST_PREMIUM_001839,CUST_PREMIUM_001839
evt_call_center_000004964,evt_app_000004965,1,positive_cross_channel,CUST_PREMIUM_001569,CUST_PREMIUM_001569
evt_in_person_000000639,evt_call_center_000000640,1,positive_cross_channel,CUST_PREMIUM_001076,CUST_PREMIUM_001076
evt_call_center_000001822,evt_call_center_000001823,1,positive_same_channel,CUST_PREMIUM_001215,CUST_PREMIUM_001215
evt_web_000008797,evt_app_000008802,1,positive_cross_channel,CUST_PREMIUM_001960,CUST_PREMIUM_001960
evt_in_person_000006530,evt_call_center_000006529,1,positive_cross_channel,CUST_PREMIUM_001713,CUST_PREMIUM_001713
evt_call_center_000005146,evt_app_000005147,1,positive_cross_channel,CUST_PREMIUM_001586,CUST_PREMIUM_001586
evt_in_person_000006126,evt_call_center_000006142,1,positive_cross_channel,CUST_PREMIUM_001682,CUST_PREMIUM_001682
evt_web_000007572,evt_call_center_000007573,1,positive_cross_channel,CUST_PREMIUM_001828,CUST_PREMIUM_001828
evt_app_000006361,evt_web_000006363,1,positive_cross_channel,CUST_PREMIUM_001701,CUST_PREMIUM_001701
evt_in_person_000001931,evt_app_000001928,1,positive_cross_channel,CUST_PREMIUM_001225,CUST_PREMIUM_001225
evt_app_000005802,evt_web_000005803,1,positive_cross_channel,CUST_PREMIUM_001646,CUST_PREMIUM_001646
evt_app_000001938,evt_web_000001937,1,positive_cross_channel,CUST_PREMIUM_001226,CUST_PREMIUM_001226
evt_web_000002868,evt_app_000002869,1,positive_cross_channel,CUST_PREMIUM_001334,CUST_PREMIUM_001334
evt_call_center_000003984,evt_app_000003991,1,positive_cross_channel,CUST_PREMIUM_001463,CUST_PREMIUM_001463
evt_app_000007388,evt_app_000007392,1,positive_same_channel,CUST_PREMIUM_001804,CUST_PREMIUM_001804
evt_call_center_000001957,evt_app_000001953,1,positive_cross_channel,CUST_PREMIUM_001229,CUST_PREMIUM_001229
evt_web_000003602,evt_app_000003604,1,positive_cross_channel,CUST_PREMIUM_001424,CUST_PREMIUM_001424
evt_call_center_000007328,evt_app_000007325,1,positive_cross_channel,CUST_PREMIUM_001799,CUST_PREMIUM_001799
evt_call_center_000005715,evt_web_000005714,1,positive_cross_channel,CUST_PREMIUM_001641,CUST_PREMIUM_001641
evt_app_000003089,evt_call_center_000003092,1,positive_cross_channel,CUST_PREMIUM_001359,CUST_PREMIUM_001359
evt_call_center_000005121,evt_web_000005118,1,positive_cross_channel,CUST_PREMIUM_001583,CUST_PREMIUM_001583
evt_web_000006776,evt_call_center_000006774,1,positive_cross_channel,CUST_PREMIUM_001740,CUST_PREMIUM_001740
evt_app_000002169,evt_call_center_000002172,1,positive_cross_channel,CUST_PREMIUM_001258,CUST_PREMIUM_001258
evt_in_person_000004368,evt_call_center_000004367,1,positive_cross_channel,CUST_PREMIUM_001503,CUST_PREMIUM_001503
evt_app_000009161,evt_in_person_000009164,1,positive_cross_channel,CUST_PREMIUM_001997,CUST_PREMIUM_001997
evt_web_000005520,evt_call_center_000005511,1,positive_cross_channel,CUST_PREMIUM_001618,CUST_PREMIUM_001618
evt_call_center_000002410,evt_app_000002399,1,positive_cross_channel,CUST_PREMIUM_001281,CUST_PREMIUM_001281
evt_app_000008975,evt_in_person_000008977,1,positive_cross_channel,CUST_PREMIUM_001978,CUST_PREMIUM_001978
evt_web_000004805,evt_app_000004803,1,positive_cross_channel,CUST_PREMIUM_001551,CUST_PREMIUM_001551
evt_in_person_000000294,evt_call_center_000000285,1,positive_cross_channel,CUST_PREMIUM_001031,CUST_PREMIUM_001031
evt_web_000007545,evt_app_000007555,1,positive_cross_channel,CUST_PREMIUM_001824,CUST_PREMIUM_001824
evt_in_person_000002434,evt_call_center_000002439,1,positive_cross_channel,CUST_PREMIUM_001285,CUST_PREMIUM_001285
evt_web_000001065,evt_call_center_000001066,1,positive_cross_channel,CUST_PREMIUM_001121,CUST_PREMIUM_001121
evt_in_person_000004222,evt_web_000004221,1,positive_cross_channel,CUST_PREMIUM_001487,CUST_PREMIUM_001487
evt_app_000009101,evt_call_center_000009100,1,positive_cross_channel,CUST_PREMIUM_001990,CUST_PREMIUM_001990
evt_app_000008453,evt_app_000008452,1,positive_same_channel,CUST_PREMIUM_001928,CUST_PREMIUM_001928
evt_app_000004727,evt_web_000004720,1,positive_cross_channel,CUST_PREMIUM_001543,CUST_PREMIUM_001543
evt_app_000005651,evt_web_000005655,1,positive_cross_channel,CUST_PREMIUM_001633,CUST_PREMIUM_001633
evt_app_000002460,evt_web_000002459,1,positive_cross_channel,CUST_PREMIUM_001288,CUST_PREMIUM_001288
evt_app_000007467,evt_app_000007469,1,positive_same_channel,CUST_PREMIUM_001812,CUST_PREMIUM_001812
evt_app_000002870,evt_web_000002868,1,positive_cross_channel,CUST_PREMIUM_001334,CUST_PREMIUM_001334
evt_app_000004584,evt_call_center_000004585,1,positive_cross_channel,CUST_PREMIUM_001532,CUST_PREMIUM_001532
evt_call_center_000005642,evt_web_000005644,1,positive_cross_channel,CUST_PREMIUM_001632,CUST_PREMIUM_001632
evt_app_000007521,evt_web_000007522,1,positive_cross_channel,CUST_PREMIUM_001821,CUST_PREMIUM_001821
evt_call_center_000006557,evt_app_000006560,1,positive_cross_channel,CUST_PREMIUM_001717,CUST_PREMIUM_001717
evt_web_000004516,evt_in_person_000004511,1,positive_cross_channel,CUST_PREMIUM_001523,CUST_PREMIUM_001523
evt_app_000005589,evt_web_000005590,1,positive_cross_channel,CUST_PREMIUM_001628,CUST_PREMIUM_001628
evt_in_person_000003930,evt_app_000003928,1,positive_cross_channel,CUST_PREMIUM_001456,CUST_PREMIUM_001456
evt_app_000005400,evt_call_center_000005387,1,positive_cross_channel,CUST_PREMIUM_001607,CUST_PREMIUM_001607
evt_web_000008052,evt_app_000008046,1,positive_cross_channel,CUST_PREMIUM_001886,CUST_PREMIUM_001886
evt_app_000007426,evt_web_000007424,1,positive_cross_channel,CUST_PREMIUM_001808,CUST_PREMIUM_001808
evt_in_person_000001142,evt_app_000001146,1,positive_cross_channel,CUST_PREMIUM_001130,CUST_PREMIUM_001130
evt_call_center_000002325,evt_in_person_000002324,1,positive_cross_channel,CUST_PREMIUM_001275,CUST_PREMIUM_001275
evt_app_000003335,evt_call_center_000003334,1,positive_cross_channel,CUST_PREMIUM_001388,CUST_PREMIUM_001388
evt_in_person_000003117,evt_web_000003118,1,positive_cross_channel,CUST_PREMIUM_001363,CUST_PREMIUM_001363
evt_call_center_000001089,evt_call_center_000001081,1,positive_same_channel,CUST_PREMIUM_001124,CUST_PREMIUM_001124
evt_app_000002544,evt_call_center_000002543,1,positive_cross_channel,CUST_PREMIUM_001297,CUST_PREMIUM_001297
evt_app_000000784,evt_in_person_000000791,1,positive_cross_channel,CUST_PREMIUM_001095,CUST_PREMIUM_001095
evt_web_000007576,evt_call_center_000007577,1,positive_cross_channel,CUST_PREMIUM_001830,CUST_PREMIUM_001830
evt_call_center_000004465,evt_app_000004464,1,positive_cross_channel,CUST_PREMIUM_001516,CUST_PREMIUM_001516
evt_call_center_000007772,evt_app_000007779,1,positive_cross_channel,CUST_PREMIUM_001854,CUST_PREMIUM_001854
evt_call_center_000005960,evt_app_000005968,1,positive_cross_channel,CUST_PREMIUM_001666,CUST_PREMIUM_001666
evt_call_center_000005076,evt_in_person_000005078,1,positive_cross_channel,CUST_PREMIUM_001580,CUST_PREMIUM_001580
evt_call_center_000006105,evt_web_000006107,1,positive_cross_channel,CUST_PREMIUM_001681,CUST_PREMIUM_001681
evt_call_center_000006098,evt_app_000006096,1,positive_cross_channel,CUST_PREMIUM_001680,CUST_PREMIUM_001680
evt_web_000002616,evt_call_center_000002612,1,positive_cross_channel,CUST_PREMIUM_001305,CUST_PREMIUM_001305
evt_call_center_000005556,evt_in_person_000005552,1,positive_cross_channel,CUST_PREMIUM_001624,CUST_PREMIUM_001624
evt_web_000003067,evt_call_center_000003065,1,positive_cross_channel,CUST_PREMIUM_001355,CUST_PREMIUM_001355
evt_web_000001912,evt_call_center_000001910,1,positive_cross_channel,CUST_PREMIUM_001222,CUST_PREMIUM_001222
evt_app_000002963,evt_call_center_000002956,1,positive_cross_channel,CUST_PREMIUM_001343,CUST_PREMIUM_001343
evt_call_center_000008724,evt_web_000008720,1,positive_cross_channel,CUST_PREMIUM_001953,CUST_PREMIUM_001953
evt_app_000000260,evt_in_person_000000262,1,positive_cross_channel,CUST_PREMIUM_001026,CUST_PREMIUM_001026
evt_web_000005418,evt_call_center_000005412,1,positive_cross_channel,CUST_PREMIUM_001609,CUST_PREMIUM_001609
evt_call_center_000004827,evt_app_000004826,1,positive_cross_channel,CUST_PREMIUM_001552,CUST_PREMIUM_001552
evt_app_000003588,evt_call_center_000003589,1,positive_cross_channel,CUST_PREMIUM_001421,CUST_PREMIUM_001421
evt_web_000001090,evt_in_person_000001092,1,positive_cross_channel,CUST_PREMIUM_001125,CUST_PREMIUM_001125
evt_call_center_000007328,evt_web_000007324,1,positive_cross_channel,CUST_PREMIUM_001799,CUST_PREMIUM_001799
evt_call_center_000001231,evt_in_person_000001232,1,positive_cross_channel,CUST_PREMIUM_001145,CUST_PREMIUM_001145
evt_app_000000437,evt_in_person_000000439,1,positive_cross_channel,CUST_PREMIUM_001052,CUST_PREMIUM_001052
evt_web_000007405,evt_in_person_000007404,1,positive_cross_channel,CUST_PREMIUM_001806,CUST_PREMIUM_001806
evt_app_000007090,evt_app_000007094,1,positive_same_channel,CUST_PREMIUM_001770,CUST_PREMIUM_001770
evt_call_center_000007874,evt_web_000007872,1,positive_cross_channel,CUST_PREMIUM_001866,CUST_PREMIUM_001866
evt_app_000000539,evt_web_000000540,1,positive_cross_channel,CUST_PREMIUM_001061,CUST_PREMIUM_001061
evt_call_center_000004381,evt_app_000004380,1,positive_cross_channel,CUST_PREMIUM_001504,CUST_PREMIUM_001504
evt_call_center_000005454,evt_web_000005457,1,positive_cross_channel,CUST_PREMIUM_001613,CUST_PREMIUM_001613
evt_web_000001692,evt_app_000001691,1,positive_cross_channel,CUST_PREMIUM_001197,CUST_PREMIUM_001197
evt_call_center_000000442,evt_app_000000437,1,positive_cross_channel,CUST_PREMIUM_001052,CUST_PREMIUM_001052
evt_web_000009160,evt_in_person_000009158,1,positive_cross_channel,CUST_PREMIUM_001996,CUST_PREMIUM_001996
evt_call_center_000002858,evt_app_000002861,1,positive_cross_channel,CUST_PREMIUM_001332,CUST_PREMIUM_001332
evt_web_000002011,evt_app_000002013,1,positive_cross_channel,CUST_PREMIUM_001238,CUST_PREMIUM_001238
evt_app_000006094,evt_call_center_000006092,1,positive_cross_channel,CUST_PREMIUM_001679,CUST_PREMIUM_001679
evt_web_000000830,evt_in_person_000000842,1,positive_cross_channel,CUST_PREMIUM_001100,CUST_PREMIUM_001100
evt_app_000006044,evt_in_person_000006042,1,positive_cross_channel,CUST_PREMIUM_001676,CUST_PREMIUM_001676
evt_app_000008941,evt_call_center_000008948,1,positive_cross_channel,CUST_PREMIUM_001977,CUST_PREMIUM_001977
evt_app_000008935,evt_call_center_000008940,1,positive_cross_channel,CUST_PREMIUM_001976,CUST_PREMIUM_001976
evt_web_000000872,evt_call_center_000000874,1,positive_cross_channel,CUST_PREMIUM_001103,CUST_PREMIUM_001103
evt_app_000005548,evt_call_center_000005549,1,positive_cross_channel,CUST_PREMIUM_001623,CUST_PREMIUM_001623
evt_app_000001929,evt_in_person_000001933,1,positive_cross_channel,CUST_PREMIUM_001225,CUST_PREMIUM_001225
evt_web_000005900,evt_call_center_000005897,1,positive_cross_channel,CUST_PREMIUM_001658,CUST_PREMIUM_001658
evt_call_center_000005805,evt_call_center_000005804,1,positive_same_channel,CUST_PREMIUM_001647,CUST_PREMIUM_001647
evt_call_center_000000922,evt_app_000000924,1,positive_cross_channel,CUST_PREMIUM_001108,CUST_PREMIUM_001108
evt_app_000001641,evt_call_center_000001636,1,positive_cross_channel,CUST_PREMIUM_001189,CUST_PREMIUM_001189
evt_app_000002570,evt_call_center_000002567,1,positive_cross_channel,CUST_PREMIUM_001299,CUST_PREMIUM_001299
evt_call_center_000002191,evt_web_000002187,1,positive_cross_channel,CUST_PREMIUM_001259,CUST_PREMIUM_001259
evt_web_000007516,evt_call_center_000007507,1,positive_cross_channel,CUST_PREMIUM_001819,CUST_PREMIUM_001819
evt_app_000007845,evt_in_person_000007847,1,positive_cross_channel,CUST_PREMIUM_001862,CUST_PREMIUM_001862
evt_web_000007480,evt_call_center_000007481,1,positive_cross_channel,CUST_PREMIUM_001816,CUST_PREMIUM_001816
evt_web_000006779,evt_app_000006792,1,positive_cross_channel,CUST_PREMIUM_001741,CUST_PREMIUM_001741
evt_call_center_000001598,evt_call_center_000001612,1,positive_same_channel,CUST_PREMIUM_001186,CUST_PREMIUM_001186
evt_call_center_000004285,evt_in_person_000004291,1,positive_cross_channel,CUST_PREMIUM_001493,CUST_PREMIUM_001493
evt_app_000005527,evt_web_000005528,1,positive_cross_channel,CUST_PREMIUM_001619,CUST_PREMIUM_001619
evt_web_000007411,evt_app_000007410,1,positive_cross_channel,CUST_PREMIUM_001806,CUST_PREMIUM_001806
evt_web_000003289,evt_app_000003288,1,positive_cross_channel,CUST_PREMIUM_001384,CUST_PREMIUM_001384
evt_call_center_000002940,evt_web_000002935,1,positive_cross_channel,CUST_PREMIUM_001340,CUST_PREMIUM_001340
evt_call_center_000008919,evt_app_000008924,1,positive_cross_channel,CUST_PREMIUM_001974,CUST_PREMIUM_001974
evt_call_center_000002064,evt_web_000002061,1,positive_cross_channel,CUST_PREMIUM_001246,CUST_PREMIUM_001246
evt_call_center_000000224,evt_web_000000227,1,positive_cross_channel,CUST_PREMIUM_001020,CUST_PREMIUM_001020
evt_web_000004307,evt_app_000004308,1,positive_cross_channel,CUST_PREMIUM_001495,CUST_PREMIUM_001495
evt_call_center_000007194,evt_in_person_000007192,1,positive_cross_channel,CUST_PREMIUM_001782,CUST_PREMIUM_001782
evt_call_center_000005051,evt_app_000005050,1,positive_cross_channel,CUST_PREMIUM_001578,CUST_PREMIUM_001578
evt_in_person_000002496,evt_call_center_000002495,1,positive_cross_channel,CUST_PREMIUM_001291,CUST_PREMIUM_001291
evt_in_person_000000554,evt_web_000000547,1,positive_cross_channel,CUST_PREMIUM_001063,CUST_PREMIUM_001063
evt_app_000001415,evt_web_000001421,1,positive_cross_channel,CUST_PREMIUM_001166,CUST_PREMIUM_001166
evt_call_center_000005187,evt_web_000005189,1,positive_cross_channel,CUST_PREMIUM_001590,CUST_PREMIUM_001590
evt_call_center_000006149,evt_in_person_000006152,1,positive_cross_channel,CUST_PREMIUM_001683,CUST_PREMIUM_001683
evt_web_000001958,evt_in_person_000001962,1,positive_cross_channel,CUST_PREMIUM_001230,CUST_PREMIUM_001230
evt_call_center_000007028,evt_app_000007021,1,positive_cross_channel,CUST_PREMIUM_001765,CUST_PREMIUM_001765
evt_call_center_000008869,evt_app_000008864,1,positive_cross_channel,CUST_PREMIUM_001970,CUST_PREMIUM_001970
evt_app_000001046,evt_web_000001054,1,positive_cross_channel,CUST_PREMIUM_001120,CUST_PREMIUM_001120
evt_app_000007053,evt_web_000007055,1,positive_cross_channel,CUST_PREMIUM_001768,CUST_PREMIUM_001768
evt_app_000000034,evt_web_000000033,1,positive_cross_channel,CUST_PREMIUM_001003,CUST_PREMIUM_001003
evt_web_000007170,evt_app_000007175,1,positive_cross_channel,CUST_PREMIUM_001779,CUST_PREMIUM_001779
evt_web_000007324,evt_app_000007325,1,positive_cross_channel,CUST_PREMIUM_001799,CUST_PREMIUM_001799
evt_web_000002440,evt_call_center_000002442,1,positive_cross_channel,CUST_PREMIUM_001286,CUST_PREMIUM_001286
evt_web_000004874,evt_call_center_000004869,1,positive_cross_channel,CUST_PREMIUM_001557,CUST_PREMIUM_001557
